Country or Area,Year,Commodity,Flow,Trade (USD),Weight (kg),Quantity Name,Quantity
China,2022,"Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)",Import,11337107,854781,Weight in kilograms,854781
China,2022,"Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",Import,301242,35334,Weight in kilograms,35334
China,2022,"Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",Export,8619209,768683,Weight in kilograms,768683
China,2022,"Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",Import,321140,38387,Weight in kilograms,38387
China,2022,"Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",Export,335188191,54229409,Weight in kilograms,54229409
China,2022,"Fish fillets; frozen, swordfish (Xiphias gladius)",Export,719343,38638,Weight in kilograms,38638
China,2022,"Fish fillets; frozen, toothfish (Dissostichus spp.)",Export,1382,31,Weight in kilograms,31
China,2022,"Fish fillets; frozen, toothfish (Dissostichus spp.)",Import,987610,21172,Weight in kilograms,21172
China,2022,"Fish fillets; frozen, herrings (Clupea harengus, Clupea pallasii)",Export,1811941,667301,Weight in kilograms,667301
China,2022,"Fish fillets; frozen, herrings (Clupea harengus, Clupea pallasii)",Import,464869,246715,Weight in kilograms,246715
China,2022,"Fish fillets; frozen, tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",Export,156591085,16044491,Weight in kilograms,16044491
China,2022,"Fish fillets; frozen, tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",Import,7875352,235166,Weight in kilograms,235166
China,2022,"Fish fillets; frozen, dogfish, other sharks, rays and skates (Rajidae)",Export,7928078,984723,Weight in kilograms,984723
China,2022,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8",Import,6107228,597713,Weight in kilograms,597713
China,2022,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8",Export,537498667,101288685.9,Weight in kilograms,101288685.9
China,2022,"Fish meat, excluding fillets, whether or not minced; frozen, swordfish (Xiphias gladius)",Export,808622,79344,Weight in kilograms,79344
China,2022,"Fish meat, excluding fillets, whether or not minced; frozen, toothfish (Dissostichus spp.)",Import,525371,49839,Weight in kilograms,49839
China,2022,"Fish meat, excluding fillets, whether or not minced; frozen, tilapias, catfish, carp, eels, Nile perch, and snakeheads",Export,55752,8912,Weight in kilograms,8912
China,2022,"Fish meat, excluding fillets, whether or not minced; frozen, tilapias, catfish, carp, eels, Nile perch, and snakeheads",Import,3639983,1658390,Weight in kilograms,1658390
China,2022,"Fish meat, excluding fillets, whether or not minced; frozen, Alaska Pollock (Theragra chalcogramma)",Import,38119135,8291563,Weight in kilograms,8291563
China,2022,"Fish meat, excluding fillets, whether or not minced; frozen, Alaska Pollock (Theragra chalcogramma)",Export,56721870,16670853,Weight in kilograms,16670853
China,2022,"Fish meat, excluding fillets, whether or not minced; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollock (Theragra chalcogramma)",Export,36832622,7507521,Weight in kilograms,7507521
China,2022,"Fish meat, excluding fillets, whether or not minced; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollock (Theragra chalcogramma)",Import,9013076,4846866,Weight in kilograms,4846866
China,2022,"Fish meat, excluding fillets, whether or not minced; frozen, dogfish and other sharks",Export,1978767,229230,Weight in kilograms,229230
China,2022,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9",Import,114256974,35582322,Weight in kilograms,35582322
China,2022,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9",Export,337721083,57627010,Weight in kilograms,57627010
China,2022,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Import,34145159,817272,Weight in kilograms,817272
China,2022,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Export,46076110,4117311,Weight in kilograms,4117311
China,2022,"Fish fillets; dried, salted or in brine, but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads",Export,11940,1000,Weight in kilograms,1000
China,2022,"Fish fillets; dried, salted or in brine, but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads",Import,29970,11988,Weight in kilograms,11988
China,2022,"Fish fillets; dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",Export,151773282,28574969,Weight in kilograms,28574969
China,2022,"Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3",Export,6971693,824777,Weight in kilograms,824777
China,2022,"Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3",Import,1500366,696901,Weight in kilograms,696901
China,2022,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Export,3134719,161306,Weight in kilograms,161306
China,2022,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Import,70575,2266,Weight in kilograms,2266
China,2022,"Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal",Export,3436003,969159,Weight in kilograms,969159
China,2022,"Fish; smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal",Export,15941729,878885,Weight in kilograms,878885
China,2022,"Fish; smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal",Import,966,30,Weight in kilograms,30
China,2022,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Export,18722656,2676876,Weight in kilograms,2676876
China,2022,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Import,37557,792,Weight in kilograms,792
China,2022,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Import,29701,14806,Weight in kilograms,14806
China,2022,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Export,6818455,591287,Weight in kilograms,591287
China,2022,"Fish; dried, whether or not salted but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads",Import,50150,16900,Weight in kilograms,16900
China,2022,"Fish; dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod",Import,34110,12182,Weight in kilograms,12182
China,2022,"Fish; dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod",Export,5640097,435087,Weight in kilograms,435087
China,2022,"Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish",Import,25774144,14173875,Weight in kilograms,14173875
China,2022,"Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish",Export,15974917,2527775,Weight in kilograms,2527775
China,2022,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",Export,98548733,10448665,Weight in kilograms,10448665
China,2022,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",Import,118435481,56887506,Weight in kilograms,56887506
China,2022,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)",Export,31752,3420,Weight in kilograms,3420
China,2022,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Export,13979032,2722024,Weight in kilograms,2722024
China,2022,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)",Import,54235,17004,Weight in kilograms,17004
China,2022,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads",Export,95881,16278,Weight in kilograms,16278
China,2022,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads",Import,35052,16080,Weight in kilograms,16080
China,2022,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",Import,2884631,1238845,Weight in kilograms,1238845
China,2022,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",Export,21482732,4982015,Weight in kilograms,4982015
China,2022,"Fish; edible offal, shark fins",Import,14531899,609721,Weight in kilograms,609721
China,2022,"Fish; edible offal, shark fins",Export,2626059,18572,Weight in kilograms,18572
China,2022,"Fish; edible offal, fish heads, tails and maws",Export,5258765,574608,Weight in kilograms,574608
China,2022,"Fish; edible offal, fish heads, tails and maws",Import,58040925,2954061,Weight in kilograms,2954061
China,2022,"Fish; edible offal, other than shark fins, fish heads, tails and maws",Import,5370059,3424206,Weight in kilograms,3424206
China,2022,"Fish; edible offal, other than shark fins, fish heads, tails and maws",Export,4348775,1044000,Weight in kilograms,1044000
China,2022,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,2189604,116662,Weight in kilograms,116662
China,2022,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,98372661,4406340,Weight in kilograms,4406340
China,2022,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,151989,4696,Weight in kilograms,4696
China,2022,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,32394831,1755238,Weight in kilograms,1755238
China,2022,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,259755803,17795706,Weight in kilograms,17795706
China,2022,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,195062875,22146739,Weight in kilograms,22146739
China,2022,"Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,128278,22964,Weight in kilograms,22964
China,2022,"Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,2987853,204937,Weight in kilograms,204937
China,2022,"Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,542622711,72074834,Weight in kilograms,72074834
China,2022,"Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,86838467,8995156.518,Weight in kilograms,8995156.518
China,2022,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,5649986638,873788506,Weight in kilograms,873788506
China,2022,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,342666139,39413091.92,Weight in kilograms,39413091.92
China,2022,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,5025722,339410,Weight in kilograms,339410
China,2022,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,43951753,784696,Weight in kilograms,784696
China,2022,"Crustaceans; live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not",Import,892308272,16931712,Weight in kilograms,16931712
China,2022,"Crustaceans; live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not",Export,68546,7463,Weight in kilograms,7463
China,2022,"Crustaceans; live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not",Import,614397634,23341351,Weight in kilograms,23341351
China,2022,"Crustaceans; live, fresh or chilled, crabs, whether in shell or not",Export,66296781,6437684.194,Weight in kilograms,6437684.194
China,2022,"Crustaceans; live, fresh or chilled, crabs, whether in shell or not",Import,1300117870,74597177,Weight in kilograms,74597177
